	NeuralTube_Somites_n	NeuralTube_Somites_p	NeuralTube_Somites_s
28854	Park7	8.694518824655449e-43	-13.9981785
195	Idh1	9.249982206094202e-43	13.993644
28853	Mrpl18	1.014928870137596e-42	-13.986913
196	Mfap4	1.0525444205211929e-42	13.984192
197	Gap43	1.3691536139652743e-42	13.965337
198	Cntn2	1.4084564097673832e-42	13.963189
28852	Tcof1	1.5153811025248357e-42	-13.957843
199	Chd4	1.6971912456292733e-42	13.949632
28851	Pold2	1.7435348210431343e-42	-13.947579
28850	Cenpw	1.8421855868383666e-42	-13.943522
28849	Atp5k	2.7403855196129766e-42	-13.915025
28848	Nsmce4a	2.906694584264364e-42	-13.910681
28847	Lsm5	4.1617463136649106e-42	-13.884856
28846	Ajuba	4.4432616561760435e-42	-13.880035
28845	Enkd1	6.128574787961314e-42	-13.856836
200	Myo16	6.922478450443045e-42	13.847958
201	Rtn1	7.171887995354515e-42	13.845284
28844	Kdelr2	8.362431307162917e-42	-13.834114
28843	Rpn2	9.659316303815352e-42	-13.823613
28842	Ildr2	9.661148442188096e-42	-13.823469
28841	Orc6	1.2513499146507585e-41	-13.804709
28840	Sall2	1.3135900671185373e-41	-13.801082
28839	Dpy30	1.6237688001870143e-41	-13.785664
28838	Tecr	1.9725404941236864e-41	-13.771486
202	Nefm	2.375281671160637e-41	13.75793
203	Dock7	2.3946504769523865e-41	13.757214
28837	Kif15	2.444651544254308e-41	-13.75559
28836	H2afx	2.477645161029382e-41	-13.754493
204	Zfhx4	2.799881472745275e-41	13.745519
28835	Sigmar1	2.926986424456558e-41	-13.742177
28834	Epop	3.8916738691837996e-41	-13.721413
28833	Ak2	3.9466965047024477e-41	-13.720267
28832	Cenph	4.790128569285133e-41	-13.70609
28831	Gspt1	5.500507463231457e-41	-13.695923
28830	Rcc1	7.316087426743448e-41	-13.675062
28829	Srsf9	8.537293311567576e-41	-13.663702
28828	Pfn1	9.219894695930842e-41	-13.657973
28827	Cdca4	9.840048598294715e-41	-13.653105
28826	Elob	1.0096974226382054e-40	-13.6511
205	Phlda1	1.0145689821903081e-40	13.650622
28825	Tpx2	1.0977750403552523e-40	-13.644751
206	Hs6st1	1.7389297613640774e-40	13.611051
207	Kmt2e	1.8112074126937672e-40	13.607947
28824	Marcksl1	2.2543609151690102e-40	-13.591813
28823	Cox7b	2.2711254473343697e-40	-13.5911455
208	Aak1	2.37467212026717e-40	13.587756
209	Map1a	2.3970233771289926e-40	13.586945
28822	Aprt	4.044366946927411e-40	-13.5484705
28821	Ptbp1	4.297461751250213e-40	-13.543888
28820	Cox8a	4.3096925002850255e-40	-13.543553
28819	Wdr5	4.585270166830654e-40	-13.538876
28818	Cdc37	5.682502875241065e-40	-13.52298
28817	Wdr43	7.022315951527132e-40	-13.507276
28816	Atp5mpl	8.509008581606433e-40	-13.493003
210	Kdm6b	8.77981867406643e-40	13.490568
28815	Cbfb	1.054025131148368e-39	-13.476964
28814	Nsun2	1.0673277124536239e-39	-13.475914
28813	Api5	1.0696737868117108e-39	-13.475627
211	Baz2b	1.0789835994546373e-39	13.474864
28812	Utp4	1.5718995680106643e-39	-13.4469385
212	Tbc1d9	1.5968504627446828e-39	13.44565
28811	Ube2m	1.6624652227626277e-39	-13.442547
28810	Ola1	2.4213411438728567e-39	-13.414575
213	Dner	3.124808799231165e-39	13.395529
28809	Pabpc4	3.8441350032913175e-39	-13.380014
28808	Mtap	4.0452381398228744e-39	-13.376101
214	Trrap	4.401268253883651e-39	13.369704
28807	Tcp1	4.610604882041004e-39	-13.366124
28806	Wdr83os	8.187027016799808e-39	-13.323211
28805	Kif22	8.337166369406726e-39	-13.321731
215	Apc2	9.488822968012234e-39	13.311945
28804	Psmc4	9.762010559489525e-39	-13.309702
28803	Sf3a2	1.0342494571493554e-38	-13.305263
28802	Msh2	1.0378430807995807e-38	-13.30488
216	Meg3	1.2685130008758503e-38	13.289749
217	Fam78b	1.3116592462536423e-38	13.287124
28801	Uqcr11	1.441873880119431e-38	-13.279916
28800	Znrd1	1.4785844530083982e-38	-13.27791
28799	Prps1	1.5405764101660394e-38	-13.274713
28798	Pomp	1.827840547171915e-38	-13.261776
28797	Polr2e	1.943569088658063e-38	-13.2570505
28796	Slc25a39	2.0326825453021586e-38	-13.253566
28795	Nifk	2.8332955098719513e-38	-13.228505
218	Tet3	2.879469746664604e-38	13.227169
28794	Shmt1	3.064163696701525e-38	-13.222347
219	Kmt2d	3.064163696701525e-38	13.222252
28793	Lrrc59	3.0767711568766775e-38	-13.221823
220	Akap9	3.158830507926795e-38	13.219722
221	Gabbr1	3.4576704669171055e-38	13.2128
222	Ckb	3.5296361677978026e-38	13.21113
28792	Cbx2	3.614540956515208e-38	-13.20922
28791	Smc2	3.678089785091581e-38	-13.207788
28790	Tsen34	3.9249924668688745e-38	-13.202776
223	Arid1a	4.034686034869403e-38	13.200581
28789	Tyms	4.0359573551156164e-38	-13.200438
224	Baz2a	4.361665635870072e-38	13.19447
28788	Qdpr	4.3768977356478745e-38	-13.194089
28787	Rars	4.4257026395660034e-38	-13.193133
225	Trio	4.4439918643704076e-38	13.192704
28786	Mrpl52	4.8268393375397e-38	-13.186356
28785	Ndufa7	5.771551547171175e-38	-13.172751
28784	Rac1	6.392031084912038e-38	-13.164923
28783	Atic	7.831370344326667e-38	-13.149457
226	Nnat	9.502255415130314e-38	13.1347065
28782	Polr1c	1.0816558834619929e-37	-13.124778
28781	Chchd1	1.0964262719880102e-37	-13.123632
227	Vat1	1.1191281162968832e-37	13.121962
228	Plxna1	1.1847990612239637e-37	13.117522
229	Camk2n1	1.2347146571647508e-37	13.114276
28780	Tcf7l1	1.3211907555650245e-37	-13.109025
230	Adgrg1	1.6439829728888453e-37	13.092319
231	Ddx17	1.8093675374543773e-37	13.084919
232	Dpysl5	1.8386366361924947e-37	13.083583
28779	Exosc8	2.04391009380279e-37	-13.07542
28778	Rcl1	2.2226090199643337e-37	-13.068929
28777	Hspa9	2.4366202054672927e-37	-13.061816
28776	Ezh2	2.7891483755863597e-37	-13.05141
28775	Ywhaz	3.293855728362515e-37	-13.038617
233	Bsn	3.6717709004489384e-37	13.030215
28774	1110038B12Rik	3.944530132013514e-37	-13.024631
28773	Snu13	4.0281922473224375e-37	-13.022912
28772	Fxyd6	4.05127523605615e-37	-13.022339
234	Prrc2c	4.05127523605615e-37	13.0222435
28771	Pebp1	4.249927567645014e-37	-13.018473
235	Dusp8	4.315717691785474e-37	13.017184
28770	Noc2l	5.664862187645684e-37	-12.996276
28769	Gars	5.9088297193671854e-37	-12.992935
28768	Sfxn1	6.414207495423532e-37	-12.986538
28767	Anp32e	8.010200065069539e-37	-12.969401
28766	Psmb4	8.570464295539407e-37	-12.964103
236	Srgap1	9.290279482687203e-37	12.957802
237	Uncx	9.902493637212059e-37	12.95279
238	Herc2	1.022537250728317e-36	12.9502125
28765	Eif3i	1.0512882059588187e-36	-12.9479685
239	Fryl	1.1011882568346679e-36	12.944293
28764	Samm50	1.2235681338007268e-36	-12.936083
28763	Gm8292	1.526732474851471e-36	-12.918946
240	Sort1	1.5396730216358127e-36	12.918182
28762	Phgdh	1.5996451760845857e-36	-12.915128
28761	Emg1	1.6774694380529172e-36	-12.911356
241	Auts2	1.7612407551850254e-36	12.90749
242	Ubn2	1.854909705463204e-36	12.903384
28760	Ppan	2.1029296333886955e-36	-12.8935995
243	Cdk5r1	2.959818772616694e-36	12.867106
244	Ccnt2	3.373097409818677e-36	12.856891
28759	Hjurp	3.506048141606386e-36	-12.853788
245	Kif3c	3.7260700707783765e-36	12.848968
28758	Vdac1	4.579983606885917e-36	-12.832881
28757	Fen1	4.921198207641094e-36	-12.8272
246	Ddr1	5.5341335254749893e-36	12.817987
247	Usp9x	5.635999600962749e-36	12.81646
28756	Rdx	5.638208511973456e-36	-12.816317
28755	Ebna1bp2	9.256091516703448e-36	-12.777699
28754	Vps72	1.0907265121170745e-35	-12.764811
248	Chgb	1.1530339574644837e-35	12.760372
28753	Cox7a2	1.2879559891866706e-35	-12.7516365
249	Grina	1.321219964253732e-35	12.749536
28752	Arhgdia	1.382151491243007e-35	-12.745908
250	Zswim5	1.413505043558143e-35	12.744046
251	Pik3r3	1.4535511515030711e-35	12.7417555
252	Hipk2	1.4774516377117844e-35	12.740371
253	Csrp1	1.6460384619974487e-35	12.731827
254	Apba2	1.954023158130955e-35	12.718317
28751	Adsl	1.9788362030710641e-35	-12.717219
28750	Rbbp7	2.1881287134282162e-35	-12.709248
28749	Hpf1	2.584134352407308e-35	-12.696121
28748	Nup85	2.843086196920737e-35	-12.688531
255	Ankrd12	3.3221701534994376e-35	12.676215
256	Dctn1	3.5688386180360905e-35	12.670487
257	Tnks	3.78274186819989e-35	12.66581
28747	Cdc6	3.865721100566948e-35	-12.663996
28746	Gldc	4.226341171475854e-35	-12.656883
28745	Dnajc2	5.264834906108483e-35	-12.639507
28744	Fn1	5.299074066732336e-35	-12.638887
28743	Stip1	5.461305360931479e-35	-12.636405
258	St8sia2	5.540372067451237e-35	12.635164
259	Lzts1	5.569657418821648e-35	12.634639
28742	Ndufa2	6.032903977820088e-35	-12.6282425
260	Scn3a	6.776459250919708e-35	12.618981
261	Ddah2	7.141986433785054e-35	12.614734
262	Actg1	8.944533186454127e-35	12.596881
28741	Alad	9.85163322548541e-35	-12.589148
263	Pclo	1.0344204335094858e-34	12.585186
264	Ccng2	1.035484478234834e-34	12.584994
28740	Rabggtb	1.3901449144373455e-34	-12.5616045
265	Pid1	1.6317379105601357e-34	12.548812
266	Carhsp1	1.6652242754346045e-34	12.547093
267	Zswim4	1.8985952603856457e-34	12.536592
268	Trp53bp1	2.0901986261708526e-34	12.528859
269	Nlgn2	2.795747181251751e-34	12.50566
28739	Trmt112	2.9205465325505842e-34	-12.50208
28738	Cct5	3.050883711602192e-34	-12.4985
28737	Ctdsp2	3.185090641233321e-34	-12.494967
270	Akap11	3.4532582503808995e-34	12.488427
28736	Gpx1	3.802671100101261e-34	-12.480647
28735	Pimreg	4.245294625766743e-34	-12.471768
271	Frmd4a	4.528247366757862e-34	12.466517
28734	Glrx5	4.786759520337639e-34	-12.461983
272	Grem2	4.9609844084613525e-34	12.459023
28733	Nmral1	5.6208327354594925e-34	-12.448951
28732	Ncaph2	5.82173204563658e-34	-12.446039
273	Rfx3	5.936779423864495e-34	12.444368
274	Crybg3	6.237745419916824e-34	12.440311
28731	Pole	7.275931736636742e-34	-12.4279
275	Ngfr	7.450602220271886e-34	12.425895
28730	Cenpf	8.606621892577568e-34	-12.4142475
28729	Hsd17b10	8.755411605229751e-34	-12.412768
28728	Pycr2	9.635906899541617e-34	-12.404987
28727	Taf1d	9.943577817371308e-34	-12.402362
276	Parp6	1.1179808538265608e-33	12.392863
28726	Ddost	1.3134231139288072e-33	-12.379831
277	Ppp1r17	1.3576983882949425e-33	12.377063
278	Dip2b	1.3591144802838682e-33	12.376872
28725	Ssb	1.7701513920178153e-33	-12.355535
28724	Rfc2	1.8781141658074736e-33	-12.350665
28723	Hnrnpu	1.948205231109556e-33	-12.34761
28722	Phf10	2.0268985291782765e-33	-12.3443165
28721	Cyb5r3	2.038667345266716e-33	-12.343744
28720	Hadh	2.2505231467658006e-33	-12.335677
28719	Lsm7	2.932088150775137e-33	-12.314244
28718	Cox5b	2.9525693181159736e-33	-12.313576
279	Nova1	3.0139263675997278e-33	12.31181
280	Serinc1	3.654007101101887e-33	12.296152
28717	Larp7	4.1261383913751065e-33	-12.286223
281	Ep300	4.4598214403227186e-33	12.279827
28716	Uba2	5.4043117240329136e-33	-12.264171
28715	Xrcc1	5.644397320695322e-33	-12.260543
28714	Snrpd3	7.000541760629916e-33	-12.242976
282	Srebf2	7.328224367791511e-33	12.239158
28713	Mrpl3	8.280257463517002e-33	-12.229133
28712	Sfrp2	8.889117964228032e-33	-12.223262
28711	Tpm3	9.136717830914443e-33	-12.220922
28710	Tcea1	9.330723681074188e-33	-12.219109
28709	Tfdp1	1.1707568216731791e-32	-12.20054
283	Eif4g3	1.4054019809162236e-32	12.185552
284	Coro2b	1.4209462337718892e-32	12.184549
28708	Pdcd5	1.603753426580345e-32	-12.174572
28707	Cenpn	1.7413983055380024e-32	-12.167747
28706	Sem1	1.790740382766081e-32	-12.1653595
28705	Snrnp70	1.8158215595285685e-32	-12.164119
28704	Eif4h	1.8870079525303516e-32	-12.160872
28703	Psma3	2.136765475046871e-32	-12.15061
28702	Polr2j	2.3649026253934858e-32	-12.142208
285	Dmxl2	2.973540498399382e-32	12.123353
286	Wdr26	3.0861305613089226e-32	12.120203
28701	Ctps	3.554691558655568e-32	-12.108508
28700	H1fx	3.6295197776618633e-32	-12.106694
287	Zswim8	4.6085536042080677e-32	12.086979
288	Dvl3	5.030327602726349e-32	12.079676
289	2700081O15Rik	5.311803063797802e-32	12.075093
28699	Uck2	5.34212400393098e-32	-12.074521
28698	Ddx3x	5.840688123023719e-32	-12.067074
290	Tppp3	7.034148297794392e-32	12.051656
28697	Eif3a	8.072395203107155e-32	-12.040199
291	Rab6b	9.203978380660525e-32	12.029268
292	Plk3	9.331567019082899e-32	12.028028
28696	Thoc7	9.732686153035571e-32	-12.024447
28695	Lap3	1.002851907064243e-31	-12.02187
293	Cemip2	1.1753271848908693e-31	12.008647
28694	1700037H04Rik	1.1867932635095415e-31	-12.00774
28693	Mrps16	1.2306058508780092e-31	-12.004637
294	Mapk8ip2	1.2708837866517972e-31	12.001868
28692	Fh1	1.3109591623701077e-31	-11.999195
295	Mapk8	1.4701723083271288e-31	11.989601
296	Syne2	1.5536262484032699e-31	11.984922
28691	Taldo1	1.7261093644360151e-31	-11.976091
297	Rbm5	1.7509603225809975e-31	11.974803
28690	Ptrh2	1.8396200447327005e-31	-11.970602
28688	Pes1	2.2453953717461834e-31	-11.953848
28689	Psip1	2.2453953717461834e-31	-11.953943
298	Chd9	2.263323318916964e-31	11.953084
28687	Cox7a2l	2.329066583058247e-31	-11.950602
299	Chd8	2.4423469114335003e-31	11.946448
28686	Ndufb7	2.4423469114335003e-31	-11.946496
28685	Nxt1	2.5132607202681975e-31	-11.943967
28684	Bola2	2.6356704902148984e-31	-11.939909
300	Cask	2.6369646391466253e-31	11.939766
28683	Rif1	2.8458248395269142e-31	-11.933322
301	Zswim6	3.4539242649210376e-31	11.917092
302	Ralgapa1	3.6446634863705927e-31	11.912509
303	Fmn2	3.675808213520045e-31	11.911697
28682	Sec61b	4.028015036313787e-31	-11.903965
304	Golga4	4.168362101001539e-31	11.901006
28681	Ppia	4.423481729666777e-31	-11.895946
28680	Plagl1	4.440888654823868e-31	-11.895515
28679	Ewsr1	4.794067335670533e-31	-11.889024
28678	Khsrp	4.952421507796137e-31	-11.886208
305	Clcn6	6.222426945516048e-31	11.867019
306	Ap3b2	6.859252916688254e-31	11.85876
307	Vps13c	7.774747742096771e-31	11.848163
28677	Wbp11	8.496296163384956e-31	-11.840621
28676	Dynll1	9.174049199836768e-31	-11.834082
28675	Wdr18	1.0167920362687843e-30	-11.825346
308	Ctnna2	1.4465162057614162e-30	11.795608
309	Zeb1	1.4695620353831442e-30	11.794175
28674	Cops8	1.4736327210902408e-30	-11.793841
28673	Actl6a	1.488647891470771e-30	-11.792887
28672	Prim1	2.2149277399133355e-30	-11.759281
28671	Snrpb2	2.418904990336144e-30	-11.7517395
28670	Aimp2	2.5234172760524265e-30	-11.748063
28669	Ruvbl1	2.5289579009524215e-30	-11.747777
28668	Slc35a4	2.6546301943910855e-30	-11.743576
310	Plxna3	2.764571640415688e-30	11.740045
28667	Lonp1	2.8005174338673725e-30	-11.738851
28666	Ccnb1	2.801927285460802e-30	-11.738708
28665	Fhl1	2.934440328213209e-30	-11.734698
28664	Pdia6	3.095789264742916e-30	-11.730067
311	Myo9a	3.9665590680083534e-30	11.708969
28663	Nup188	4.10718772578332e-30	-11.705914
312	Leng8	4.1278077248074214e-30	11.705389
313	Nrxn3	4.3689325714222944e-30	11.700472
28662	Uqcrc2	4.686861104235493e-30	-11.694409
28661	Lsr	4.9464710808387475e-30	-11.689732
314	Vav3	5.044461123333705e-30	11.687965
315	Meis2	5.870154431657624e-30	11.674982
28660	Blmh	5.932786539642071e-30	-11.67398
316	Enox2	6.670544959198744e-30	11.663907
28659	Notch3	6.825342399652941e-30	-11.661855
28658	Ppif	8.051860080594819e-30	-11.647677
28657	Supt16	8.055977202172191e-30	-11.647534
28656	Csnk2b	8.354194570739093e-30	-11.644336
28655	Bak1	1.0437114878833006e-29	-11.625242
28654	Mad2l1	1.152803674946256e-29	-11.616651
28653	Vrk1	1.1755062544859587e-29	-11.614884
28652	Rest	1.1953118281789492e-29	-11.613357
28651	Zmynd19	1.2039673580289756e-29	-11.61264
28650	Atad5	1.4376754615476176e-29	-11.597365
28649	Epb41l5	1.4741427756774436e-29	-11.595121
28648	Gli3	1.517439120415839e-29	-11.592545
28647	Got2	1.5395277552178628e-29	-11.5912075
28646	Wdr74	1.6258754890117405e-29	-11.586434
28645	Gm4332	1.6550562040354688e-29	-11.584811
317	Cpeb2	1.82337776008578e-29	11.57641
318	Zmym2	1.8304291579453933e-29	11.57598
319	Dchs1	2.1270241363055373e-29	11.562997
320	Crebbp	2.3170356774683245e-29	11.55555
28644	Cherp	2.348059385257067e-29	-11.554309
28643	Metap2	2.522398315187584e-29	-11.548056
28642	P4hb	3.810280469211114e-29	-11.512445
321	Fign	4.047095231802126e-29	11.507147
28641	Tsn	4.094258277673682e-29	-11.506049
322	Scn8a	4.414008793388889e-29	11.499461
28640	Atp5d	4.672521620957574e-29	-11.49445
323	March6	4.954263077008718e-29	11.489294
28639	Cdc25a	7.052425090142018e-29	-11.458649
28638	Spc24	7.443444365541999e-29	-11.453876
28637	Rnaseh2b	7.655256735205964e-29	-11.451345
28636	Atp5a1	1.308930746748451e-28	-11.40466
324	Neurod4	1.7233105187349774e-28	11.380603
28635	Ndufa5	1.8013613185019581e-28	-11.37664
28634	Grwd1	1.8953201455355232e-28	-11.372106
325	Sdk2	2.1073374555629084e-28	11.36275
28633	Sf3a3	2.339036033930784e-28	-11.353537
28632	Rbm17	2.4102695742188424e-28	-11.350816
28631	Psmd11	2.4593736923161795e-28	-11.348954
28630	Mta1	2.4606428804177047e-28	-11.348811
326	Zcchc14	2.739804131306716e-28	11.339312
327	Nol4l	3.017298722838933e-28	11.330768
328	Nsd3	3.2581472168512407e-28	11.323941
28629	Arpc2	3.3901963819846467e-28	-11.320361
329	Rcor2	3.4931598836488683e-28	11.31764
28628	Rab34	3.7227395370791034e-28	-11.31196
330	Akap6	4.360904241653129e-28	11.297974
331	Heg1	4.451782269532632e-28	11.296064
332	Ube3a	4.911571034445873e-28	11.287329
333	Clip3	4.962384085340448e-28	11.286326
28627	Txn2	5.4095077624075255e-28	-11.278642
28626	Dcun1d5	5.567177096378654e-28	-11.276016
334	Chrna4	5.630834903080394e-28	11.274918
335	Frmd4b	6.2789865788386685e-28	11.265228
28625	Rfwd3	6.560563908354415e-28	-11.261266
336	Carmil3	6.799212682370327e-28	11.258019
337	Rims2	8.297326196432574e-28	11.240358
28624	Aurkaip1	8.451118950490625e-28	-11.23864
338	Npdc1	8.8531154603501e-28	11.234439
339	Ephb2	9.836483286472284e-28	11.225036
28623	Mrpl54	1.0775888368709747e-27	-11.216872
28622	Ifitm1	1.0828181273029786e-27	-11.216348
340	Nipbl	1.1311699360946096e-27	11.212385
341	Chd6	1.233728748943366e-27	11.20451
28621	Hnrnpf	1.233728748943366e-27	-11.20451
28620	Mir17hg	1.2612808003433923e-27	-11.202456
342	D430019H16Rik	1.4146172325895501e-27	11.192194
28619	Zfp706	1.8630937559776445e-27	-11.167658
28618	Fth1	2.1239075063462197e-27	-11.155915
28617	Ergic1	2.348026323856378e-27	-11.1468935
28616	Ptp4a2	2.3492591386979945e-27	-11.14675
28615	Hsp90b1	2.552794723332077e-27	-11.1392565
343	Dbn1	2.8142140968759095e-27	11.130473
28614	Fkbp1a	3.051130925877607e-27	-11.12317
28613	Dancr	3.714695416337268e-27	-11.105508
28612	Pgd	3.941594997172208e-27	-11.100114
344	Top2b	4.0982459797546014e-27	11.096534
28611	Tars	4.100401866429967e-27	-11.096391
28610	Sall4	4.295293636970693e-27	-11.092142
345	Nhsl1	4.665578514532256e-27	11.084648
28609	Wdr46	4.74839033203035e-27	-11.082977
28608	Stard7	5.2098806183520116e-27	-11.074575
28607	Cdk1	5.7555317398265865e-27	-11.065554
28606	Tfam	6.3645934934149965e-27	-11.056437
346	Ubxn7	6.933553714628005e-27	11.0486555
28605	Nme4	7.135447693467781e-27	-11.045982
347	Rian	7.177270467586648e-27	11.045362
28604	Mrps24	7.516865909962858e-27	-11.041114
28603	Fxr1	7.674225380871867e-27	-11.039157
28602	Gm10736	7.764433635988541e-27	-11.038011
28601	Ipo7	7.809940051063795e-27	-11.037391
348	Ttc28	7.943819886839166e-27	11.035768
28600	Samd1	8.227163902460141e-27	-11.032521
28599	Tubb6	8.556788499075686e-27	-11.028893
28598	Smc3	8.731135277085301e-27	-11.026984
349	Tcf20	8.913739946638816e-27	11.025027
28597	Melk	9.187440009245798e-27	-11.022211
28596	Snhg12	9.315079659331905e-27	-11.020874
28595	Rfc5	9.55024133552037e-27	-11.018536
28594	Nob1	9.662382984156589e-27	-11.017389
350	Sbf2	1.1333123055048338e-26	11.002926
28593	Zfas1	1.189269795622815e-26	-10.998391
351	Btg1	1.189269795622815e-26	10.998391
28592	Slc25a3	1.3704166894092642e-26	-10.985503
352	Rgs16	1.405649939811992e-26	10.983116
28591	Hras	1.4131169386318874e-26	-10.982543
28590	Tagln2	1.5361658179654246e-26	-10.974906
28589	Gtf2a2	1.5923537186092014e-26	-10.971564
353	Add2	1.7631290150787403e-26	10.962256
28588	Mrpl51	1.9214254371930037e-26	-10.95438
28587	AU020206	1.958267181042196e-26	-10.952566
28586	Psmg4	2.3783870243868887e-26	-10.934856
354	Hspa4l	2.4341353396941046e-26	10.932661
355	Celf4	2.5778248863127864e-26	10.927362
28585	Prom1	2.70279281755574e-26	-10.922971
28584	Mrpl42	2.9929110784074925e-26	-10.913614
356	Scmh1	3.6535475396848957e-26	10.89538
357	Brwd3	3.8161144958706756e-26	10.891322
28583	2810025M15Rik	3.8929559498986464e-26	-10.889413
358	Rab3c	4.1218505084209105e-26	10.884114
28582	Aamp	4.240184412464172e-26	-10.881441
359	Csnk1e	4.747891054312308e-26	10.871036
28581	Nde1	4.925087805496298e-26	-10.867599
28580	Tcf3	4.938089442997732e-26	-10.867265
360	Taok1	5.445412533115687e-26	10.858242
28579	Dbf4	5.710725779274452e-26	-10.853803
28578	Taf10	6.18267691364004e-26	-10.846452
28577	Vdac2	6.336392709829203e-26	-10.844113
28576	Psmd14	6.655132883885691e-26	-10.839531
28575	St13	7.219446486030172e-26	-10.831988
28574	Ppp1r8	7.291499980148737e-26	-10.830986
28573	Aaas	7.562665552434581e-26	-10.827549
361	Esrrg	8.467991738335244e-26	10.817095
28572	Nop53	8.837541163890507e-26	-10.813086
28571	Orc2	9.094409351180331e-26	-10.810365
28570	Lars	9.817411753578352e-26	-10.803252
28569	Rrp15	9.920329227337e-26	-10.802202
28568	Mbd3	1.0013906250494131e-25	-10.801248
28567	Naa38	1.0803731115817865e-25	-10.794183
28566	Scube2	1.088293946438671e-25	-10.793419
28564	Bard1	1.1434196763492405e-25	-10.788693
28565	Plk1	1.1434196763492405e-25	-10.788741
362	Kdm1a	1.162618056308708e-25	10.78707
28563	Eif6	1.243827967045827e-25	-10.780769
363	Tcf4	1.2825408946917205e-25	10.777858
364	Rara	1.3197079645153859e-25	10.775136
365	Nbeal1	1.8984096720997363e-25	10.741531
28562	Guk1	1.9043730603800953e-25	-10.741149
366	Btbd17	1.918275453687002e-25	10.740386
28561	Stub1	1.9252994539424843e-25	-10.739956
28560	Smo	2.0097776850797998e-25	-10.735899
28559	Abce1	2.0475953983772827e-25	-10.734085
28558	Galk1	2.0689449498674124e-25	-10.733034
367	Chrnb4	2.239174522345358e-25	10.725636
28557	Pfdn1	2.2555079837411323e-25	-10.724872
28556	Ppat	2.3349807822065424e-25	-10.721579
368	Prr36	2.3350759592819457e-25	10.721482
28555	Cct2	2.355753273688663e-25	-10.720575
28554	Rbms1	2.52449862755288e-25	-10.714084
28553	Xpot	2.781575935150184e-25	-10.705014
369	Tspyl4	2.8308651333812057e-25	10.703296
28552	Hdlbp	3.033314717291435e-25	-10.696804
28551	Ctdsp1	3.255132047233589e-25	-10.690168
